               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11337,            0.032647,                   0,           0.0033333,            0.090909,           0.0020041,          0.00020041,             0.12819,            0.027096,                   0,              0.0964,              0.0004,              0.0004
